Facility,Date,Hour,Scheduled Departures,Scheduled Arrivals,Departures For Metric Computation,Arrivals For Metric Computation,% On-Time Gate Departures,% On-Time Airport Departures,% On-Time Gate Arrivals,Average Gate Departure Delay,Average Taxi Out Time,Average Taxi Out Delay,Average Airport Departure Delay,Average Airborne Delay,Average Taxi In Delay,Average Block Delay,Average Gate Arrival Delay
EWR,2019-08-06 00:00:00,8.0,47.0,32.0,55.0,35.0,78.18,36.36,91.43,17.0,36.84,24.33,38.62,3.57,4.07,6.31,4.6
EWR,2019-08-06 00:00:00,9.0,28.0,31.0,30.0,34.0,86.67,3.33,85.29,3.6,44.77,31.71,31.47,2.76,4.8,4.97,10.12
EWR,2019-08-06 00:00:00,10.0,38.0,26.0,40.0,27.0,85.0,2.5,96.3,4.95,40.15,27.56,28.98,1.15,4.04,0.56,3.81
EWR,2019-08-06 00:00:00,11.0,35.0,32.0,36.0,34.0,77.78,13.89,79.41,37.61,35.86,23.33,57.58,1.65,5.88,4.59,11.24
EWR,2019-08-06 00:00:00,12.0,23.0,27.0,23.0,28.0,52.17,26.09,42.86,39.13,30.04,17.47,55.61,12.96,8.19,17.04,31.25
EWR,2019-08-06 00:00:00,13.0,20.0,38.0,19.0,40.0,57.89,31.58,40.0,43.53,30.95,17.95,61.0,8.05,4.26,12.68,31.68
EWR,2019-08-06 00:00:00,14.0,37.0,46.0,32.0,42.0,50.0,21.88,40.48,39.5,37.63,24.92,63.91,2.57,5.92,4.36,69.88
EWR,2019-08-06 00:00:00,15.0,44.0,34.0,30.0,35.0,40.0,6.67,45.71,61.83,45.73,32.97,94.17,3.49,4.75,8.54,84.91
EWR,2019-08-06 00:00:00,16.0,32.0,44.0,27.0,34.0,48.15,7.41,32.35,50.07,49.63,36.73,85.7,6.53,4.19,7.71,81.24
EWR,2019-08-06 00:00:00,17.0,42.0,34.0,32.0,28.0,40.63,18.75,25.0,67.34,32.47,19.58,86.19,3.29,5.06,11.0,97.93
EWR,2019-08-06 00:00:00,18.0,43.0,28.0,38.0,21.0,39.47,10.53,33.33,46.42,30.76,18.09,64.11,4.1,4.01,9.81,83.86
EWR,2019-08-06 00:00:00,19.0,39.0,44.0,31.0,32.0,51.61,19.35,37.5,42.81,30.42,17.66,59.87,3.72,5.99,11.0,71.09
EWR,2019-08-06 00:00:00,20.0,36.0,41.0,29.0,24.0,41.38,31.03,12.5,58.66,25.03,12.66,70.0,5.75,5.95,11.54,105.58
EWR,2019-08-06 00:00:00,21.0,42.0,26.0,37.0,21.0,37.84,10.81,19.05,43.89,26.76,14.3,57.54,4.86,2.41,4.71,76.33
EWR,2019-08-06 00:00:00,22.0,8.0,23.0,14.0,21.0,78.57,50.0,23.81,15.71,21.07,8.49,23.21,8.57,2.87,7.95,40.95
EWR,2019-08-06 00:00:00,23.0,6.0,23.0,6.0,24.0,33.33,33.33,37.5,43.83,14.83,2.13,45.5,3.58,3.07,6.67,48.96
EWR,2019-08-07 00:00:00,0.0,1.0,11.0,3.0,18.0,66.67,66.67,50.0,22.33,17.33,4.73,24.0,3.67,0.85,6.22,18.0
EWR,2019-08-07 00:00:00,1.0,1.0,6.0,2.0,8.0,100.0,100.0,62.5,0.0,17.0,4.4,2.5,6.0,0.53,4.38,18.0
EWR,2019-08-07 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0
EWR,2019-08-07 00:00:00,3.0,0.0,0.0,8.0,1.0,75.0,75.0,100.0,9.88,12.13,0.52,9.5,0.0,0.0,0.0,0.0
EWR,2019-08-07 00:00:00,4.0,0.0,1.0,6.0,3.0,100.0,100.0,100.0,1.67,11.83,1.07,1.83,11.33,2.73,6.0,0.0
EWR,2019-08-07 00:00:00,5.0,9.0,16.0,9.0,25.0,100.0,100.0,80.0,0.22,16.22,3.09,1.78,8.12,2.29,3.0,12.36
EWR,2019-08-07 00:00:00,6.0,44.0,11.0,43.0,15.0,93.02,65.12,53.33,7.6,26.26,13.4,18.16,2.27,2.95,3.27,25.27
EWR,2019-08-07 00:00:00,7.0,37.0,37.0,40.0,38.0,85.0,65.0,84.21,11.5,23.8,11.19,20.55,4.71,3.37,4.74,7.24
EWR,2019-08-07 00:00:00,8.0,47.0,32.0,52.0,34.0,92.31,51.92,82.35,3.6,31.12,18.6,19.52,4.53,4.39,5.18,6.82
EWR,2019-08-07 00:00:00,9.0,30.0,31.0,32.0,33.0,78.13,28.13,78.79,8.72,32.13,19.1,23.66,2.33,6.63,4.45,7.03
EWR,2019-08-07 00:00:00,10.0,38.0,26.0,40.0,24.0,75.0,57.5,95.83,25.05,20.4,7.89,30.75,2.13,4.21,2.54,3.67
EWR,2019-08-07 00:00:00,11.0,35.0,31.0,32.0,30.0,87.5,84.38,90.0,3.66,19.13,6.78,7.69,1.53,1.93,1.03,3.57
EWR,2019-08-07 00:00:00,12.0,23.0,28.0,22.0,31.0,81.82,72.73,77.42,15.55,23.68,11.24,24.41,9.52,1.92,8.94,15.61
EWR,2019-08-07 00:00:00,13.0,20.0,41.0,14.0,34.0,57.14,21.43,70.59,113.29,62.07,49.12,161.29,48.62,6.61,51.03,77.24
EWR,2019-08-07 00:00:00,14.0,37.0,46.0,13.0,21.0,15.38,7.69,19.05,322.0,40.92,28.29,346.15,180.62,11.45,188.86,291.52
EWR,2019-08-07 00:00:00,15.0,44.0,34.0,8.0,11.0,0.0,0.0,0.0,338.38,43.13,30.26,368.63,160.73,6.09,160.91,252.55
EWR,2019-08-07 00:00:00,16.0,33.0,44.0,6.0,22.0,16.67,16.67,18.18,298.17,28.17,15.3,308.0,64.0,4.4,72.14,220.23
EWR,2019-08-07 00:00:00,17.0,42.0,34.0,18.0,14.0,0.0,0.0,0.0,292.06,21.22,8.66,300.33,63.5,11.01,78.57,345.71
EWR,2019-08-07 00:00:00,18.0,43.0,28.0,17.0,19.0,0.0,0.0,10.53,301.94,28.0,15.09,317.06,48.26,10.96,61.0,188.74
EWR,2019-08-07 00:00:00,19.0,39.0,42.0,15.0,18.0,0.0,0.0,5.56,261.4,20.8,7.89,269.13,33.61,12.48,50.5,209.22
EWR,2019-08-07 00:00:00,20.0,36.0,40.0,11.0,17.0,9.09,9.09,5.88,206.09,20.36,7.87,213.91,11.76,11.92,27.94,140.29
EWR,2019-08-07 00:00:00,21.0,40.0,29.0,13.0,16.0,7.69,7.69,37.5,182.69,19.23,6.92,189.62,2.94,8.52,9.06,145.31
EWR,2019-08-07 00:00:00,22.0,7.0,23.0,8.0,15.0,37.5,37.5,13.33,139.13,23.88,11.43,150.38,5.07,8.29,11.07,108.73
EWR,2019-08-07 00:00:00,23.0,8.0,24.0,6.0,23.0,16.67,16.67,21.74,67.67,15.0,2.77,70.0,2.17,6.94,10.35,98.52
EWR,2019-08-08 00:00:00,0.0,1.0,11.0,3.0,17.0,33.33,0.0,17.65,31.0,17.33,4.73,35.33,2.06,12.91,12.53,82.06
EWR,2019-08-08 00:00:00,1.0,2.0,6.0,3.0,9.0,33.33,33.33,44.44,22.33,14.0,1.4,22.67,2.0,7.23,6.33,30.89
EWR,2019-08-08 00:00:00,2.0,0.0,0.0,2.0,3.0,0.0,0.0,100.0,45.5,16.0,2.35,47.5,2.0,1.27,4.67,0.0
EWR,2019-08-08 00:00:00,3.0,0.0,0.0,9.0,1.0,11.11,22.22,100.0,33.78,11.11,0.04,32.33,0.0,0.0,0.0,0.0
EWR,2019-08-08 00:00:00,4.0,0.0,1.0,6.0,4.0,16.67,16.67,75.0,25.5,13.0,1.87,25.5,9.0,2.42,8.5,9.0
EWR,2019-08-08 00:00:00,5.0,9.0,17.0,7.0,20.0,42.86,42.86,70.0,83.71,16.43,3.61,86.57,13.7,2.07,6.25,29.95
EWR,2019-08-08 00:00:00,6.0,44.0,10.0,34.0,18.0,58.82,52.94,55.56,41.06,17.38,4.9,45.44,1.17,2.63,1.33,31.83
EWR,2019-08-08 00:00:00,7.0,37.0,37.0,39.0,34.0,61.54,58.97,73.53,27.85,21.23,8.69,35.85,2.94,6.5,7.06,34.44
EWR,2019-08-08 00:00:00,8.0,47.0,32.0,53.0,34.0,62.26,43.4,61.76,33.38,29.19,16.73,48.49,3.32,5.56,9.56,41.85
EWR,2019-08-08 00:00:00,9.0,30.0,31.0,30.0,31.0,43.33,6.67,74.19,39.57,34.2,21.17,59.63,3.77,4.75,3.65,30.06
EWR,2019-08-08 00:00:00,10.0,38.0,27.0,40.0,28.0,55.0,12.5,71.43,40.68,39.73,27.03,66.95,3.79,4.81,6.71,22.96
EWR,2019-08-08 00:00:00,11.0,36.0,31.0,35.0,27.0,62.86,5.71,51.85,18.0,43.23,30.7,47.97,2.96,3.89,2.78,90.78
EWR,2019-08-08 00:00:00,12.0,24.0,28.0,27.0,35.0,51.85,11.11,51.43,47.11,39.78,27.06,73.0,3.97,5.65,9.66,55.83
EWR,2019-08-08 00:00:00,13.0,20.0,42.0,19.0,40.0,52.63,42.11,60.0,58.11,22.0,9.22,66.63,2.73,5.88,4.65,60.05
EWR,2019-08-08 00:00:00,14.0,37.0,46.0,36.0,43.0,61.11,36.11,55.81,34.03,38.86,26.23,59.11,2.77,6.24,4.81,37.77
EWR,2019-08-08 00:00:00,15.0,44.0,34.0,42.0,30.0,50.0,7.14,46.67,58.48,56.9,44.12,101.14,12.13,10.89,17.6,43.27
EWR,2019-08-08 00:00:00,16.0,33.0,44.0,29.0,37.0,44.83,10.34,29.73,73.31,51.21,38.3,110.55,21.89,9.64,23.43,88.54
EWR,2019-08-08 00:00:00,17.0,42.0,34.0,34.0,32.0,26.47,2.94,12.5,116.18,56.79,44.0,160.15,13.56,14.3,27.41,113.25
EWR,2019-08-08 00:00:00,18.0,43.0,28.0,35.0,27.0,22.86,0.0,7.41,128.97,40.86,28.25,157.14,11.59,13.82,21.04,152.33
EWR,2019-08-08 00:00:00,19.0,39.0,44.0,32.0,34.0,6.25,0.0,8.82,194.47,29.59,16.82,211.19,20.68,28.26,41.09,165.53
EWR,2019-08-08 00:00:00,20.0,37.0,41.0,25.0,27.0,0.0,0.0,3.7,166.96,23.2,10.74,177.72,23.85,12.42,37.19,149.37
EWR,2019-08-08 00:00:00,21.0,43.0,29.0,26.0,18.0,3.85,3.85,0.0,137.58,20.88,8.42,145.85,9.78,11.16,16.89,158.28
EWR,2019-08-08 00:00:00,22.0,8.0,24.0,15.0,34.0,33.33,20.0,2.94,102.2,22.0,9.52,111.4,3.32,14.15,21.85,131.76
EWR,2019-08-08 00:00:00,23.0,10.0,24.0,11.0,24.0,27.27,18.18,8.33,66.36,19.27,6.84,72.73,2.17,11.84,11.58,80.21
EWR,2019-08-09 00:00:00,0.0,1.0,11.0,3.0,17.0,0.0,0.0,41.18,66.33,20.0,6.6,72.67,2.53,6.14,3.76,29.35
EWR,2019-08-09 00:00:00,1.0,1.0,6.0,3.0,7.0,66.67,66.67,28.57,22.0,15.67,3.07,24.0,0.71,15.29,12.29,38.43
EWR,2019-08-09 00:00:00,2.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.25,1.0,0.0
EWR,2019-08-09 00:00:00,3.0,0.0,0.0,8.0,3.0,62.5,62.5,66.67,20.25,11.5,0.8,19.75,0.0,0.5,0.33,16.33
EWR,2019-08-09 00:00:00,4.0,0.0,2.0,5.0,3.0,100.0,100.0,66.67,0.0,14.4,2.04,1.2,0.0,3.4,7.33,199.33
EWR,2019-08-09 00:00:00,5.0,9.0,17.0,10.0,24.0,70.0,70.0,58.33,67.4,14.6,2.04,68.7,9.75,1.88,9.96,53.38
EWR,2019-08-09 00:00:00,6.0,44.0,9.0,43.0,13.0,79.07,67.44,69.23,13.19,17.88,5.32,17.58,0.0,3.82,0.23,21.38
EWR,2019-08-09 00:00:00,7.0,37.0,37.0,37.0,34.0,72.97,62.16,94.12,17.05,19.16,6.49,22.16,1.76,3.9,0.85,6.59
EWR,2019-08-09 00:00:00,8.0,47.0,32.0,50.0,29.0,82.0,62.0,82.76,17.9,21.86,9.43,25.24,2.66,6.27,2.17,29.1
EWR,2019-08-09 00:00:00,9.0,30.0,31.0,30.0,34.0,83.33,70.0,82.35,19.97,22.93,9.94,26.3,2.35,3.01,1.59,7.76
EWR,2019-08-09 00:00:00,10.0,38.0,26.0,40.0,25.0,72.5,70.0,84.0,19.4,17.05,4.69,23.0,2.28,3.06,0.76,15.88
EWR,2019-08-09 00:00:00,11.0,36.0,31.0,36.0,37.0,80.56,66.67,72.97,12.33,19.22,6.95,17.89,2.41,1.75,1.73,31.27
EWR,2019-08-09 00:00:00,12.0,22.0,27.0,23.0,27.0,73.91,73.91,85.19,30.87,17.96,5.6,34.83,2.44,2.0,1.67,17.3
EWR,2019-08-09 00:00:00,13.0,19.0,42.0,19.0,42.0,68.42,63.16,71.43,37.0,21.32,8.57,44.42,2.0,2.81,1.36,40.4
EWR,2019-08-09 00:00:00,14.0,37.0,46.0,38.0,44.0,73.68,55.26,68.18,19.66,23.97,11.3,29.58,1.77,6.45,4.45,31.09
EWR,2019-08-09 00:00:00,15.0,44.0,34.0,41.0,35.0,48.78,26.83,42.86,40.83,35.93,23.21,63.27,4.2,4.9,5.03,47.03
EWR,2019-08-09 00:00:00,16.0,33.0,44.0,33.0,42.0,33.33,12.12,30.95,70.73,37.97,25.16,95.21,9.76,5.34,10.0,75.4
EWR,2019-08-09 00:00:00,17.0,42.0,35.0,42.0,37.0,42.86,14.29,45.95,53.43,37.93,25.12,77.9,5.65,7.3,8.27,47.7
EWR,2019-08-09 00:00:00,18.0,43.0,28.0,40.0,30.0,37.5,2.5,43.33,50.93,42.2,29.57,79.88,2.97,9.91,5.87,51.33
EWR,2019-08-09 00:00:00,19.0,40.0,44.0,41.0,43.0,19.51,2.44,32.56,85.0,36.49,23.78,108.2,2.12,16.99,10.47,43.86
EWR,2019-08-09 00:00:00,20.0,37.0,40.0,37.0,38.0,27.03,8.11,23.68,65.65,30.95,18.42,83.62,3.89,12.87,5.53,48.05
EWR,2019-08-09 00:00:00,21.0,42.0,28.0,42.0,26.0,16.67,4.76,23.08,59.36,31.17,18.67,77.6,3.85,11.09,3.12,67.42
EWR,2019-08-09 00:00:00,22.0,7.0,26.0,9.0,22.0,33.33,11.11,40.91,47.89,26.56,13.93,60.56,2.0,12.82,9.91,48.5
EWR,2019-08-09 00:00:00,23.0,11.0,24.0,11.0,25.0,54.55,36.36,68.0,25.45,18.36,5.65,30.82,1.64,6.45,1.24,23.6
EWR,2019-08-10 00:00:00,0.0,1.0,8.0,2.0,11.0,100.0,0.0,72.73,10.0,23.5,9.7,19.5,1.27,3.06,0.27,15.0
EWR,2019-08-10 00:00:00,1.0,1.0,3.0,1.0,6.0,0.0,0.0,50.0,31.0,13.0,0.4,31.0,1.17,2.78,1.5,61.0
EWR,2019-08-10 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-10 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-10 00:00:00,4.0,0.0,2.0,0.0,3.0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.0,1.3,1.0,106.33
EWR,2019-08-10 00:00:00,5.0,8.0,15.0,8.0,18.0,62.5,50.0,83.33,31.75,18.13,4.65,35.63,10.56,3.7,2.11,8.72
EWR,2019-08-10 00:00:00,6.0,32.0,10.0,32.0,11.0,84.38,84.38,63.64,8.5,17.88,4.94,11.5,0.55,3.99,0.36,22.45
EWR,2019-08-10 00:00:00,7.0,35.0,26.0,36.0,26.0,86.11,77.78,88.46,8.5,17.78,5.32,11.92,1.19,3.75,0.92,10.12
EWR,2019-08-10 00:00:00,8.0,44.0,26.0,48.0,26.0,81.25,68.75,92.31,8.0,20.58,8.09,14.13,2.81,2.61,1.0,4.0
EWR,2019-08-10 00:00:00,9.0,25.0,28.0,26.0,30.0,76.92,65.38,86.67,10.38,24.27,11.23,18.42,2.1,1.7,2.4,12.67
EWR,2019-08-10 00:00:00,10.0,38.0,25.0,38.0,24.0,78.95,68.42,87.5,21.39,19.92,7.5,26.87,3.5,3.37,2.04,9.5
EWR,2019-08-10 00:00:00,11.0,34.0,26.0,34.0,26.0,73.53,64.71,76.92,15.91,18.56,6.29,20.21,2.62,2.85,2.42,34.96
EWR,2019-08-10 00:00:00,12.0,20.0,27.0,19.0,26.0,89.47,84.21,88.46,5.74,19.37,6.93,10.63,2.58,1.9,0.23,6.12
EWR,2019-08-10 00:00:00,13.0,21.0,36.0,21.0,37.0,76.19,76.19,72.97,20.0,16.14,3.44,22.67,2.22,2.92,2.95,14.51
EWR,2019-08-10 00:00:00,14.0,31.0,42.0,34.0,42.0,76.47,64.71,80.95,16.59,20.26,7.81,23.41,3.6,3.3,3.52,8.43
EWR,2019-08-10 00:00:00,15.0,37.0,31.0,36.0,30.0,69.44,58.33,76.67,17.5,19.72,7.12,23.11,4.87,4.94,4.67,30.23
EWR,2019-08-10 00:00:00,16.0,27.0,39.0,25.0,39.0,72.0,60.0,79.49,15.56,21.6,8.64,22.64,5.64,5.74,3.23,6.72
EWR,2019-08-10 00:00:00,17.0,33.0,31.0,32.0,32.0,78.13,65.63,81.25,15.53,19.56,6.98,21.5,2.63,5.08,1.31,12.13
EWR,2019-08-10 00:00:00,18.0,38.0,24.0,39.0,23.0,56.41,46.15,86.96,16.05,20.67,8.27,23.62,2.78,8.56,2.96,17.22
EWR,2019-08-10 00:00:00,19.0,35.0,40.0,35.0,41.0,54.29,37.14,73.17,27.03,23.03,10.35,35.86,2.2,9.93,5.1,19.85
EWR,2019-08-10 00:00:00,20.0,27.0,27.0,27.0,26.0,85.19,66.67,84.62,6.59,24.11,11.63,16.41,2.92,6.33,1.15,12.27
EWR,2019-08-10 00:00:00,21.0,22.0,24.0,22.0,23.0,68.18,59.09,69.57,22.0,19.64,7.18,27.41,3.3,6.69,2.17,22.57
EWR,2019-08-10 00:00:00,22.0,6.0,21.0,6.0,20.0,100.0,100.0,85.0,0.0,17.67,5.43,4.33,0.65,2.79,0.85,3.8
EWR,2019-08-10 00:00:00,23.0,11.0,15.0,10.0,15.0,60.0,60.0,86.67,26.8,15.9,3.66,28.7,1.27,6.51,3.87,15.53
EWR,2019-08-11 00:00:00,0.0,1.0,10.0,3.0,8.0,66.67,66.67,100.0,10.0,18.0,4.6,12.0,1.0,5.38,0.0,0.0
EWR,2019-08-11 00:00:00,1.0,1.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,54.0
EWR,2019-08-11 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-11 00:00:00,3.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
EWR,2019-08-11 00:00:00,4.0,0.0,2.0,0.0,2.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0
EWR,2019-08-11 00:00:00,5.0,7.0,16.0,7.0,17.0,85.71,85.71,94.12,3.71,16.14,3.54,4.43,12.41,1.53,2.18,3.18
EWR,2019-08-11 00:00:00,6.0,26.0,9.0,26.0,10.0,88.46,88.46,100.0,2.54,16.81,4.16,4.92,1.7,3.67,0.0,0.0
EWR,2019-08-11 00:00:00,7.0,32.0,21.0,33.0,20.0,84.85,81.82,90.0,11.73,14.97,2.76,13.3,1.65,1.68,1.45,3.15
EWR,2019-08-11 00:00:00,8.0,40.0,25.0,41.0,25.0,87.8,80.49,92.0,3.39,21.05,8.71,8.93,2.8,3.39,2.48,7.08
EWR,2019-08-11 00:00:00,9.0,25.0,22.0,25.0,22.0,72.0,76.0,86.36,22.56,21.32,8.36,28.32,2.73,2.78,1.5,8.91
EWR,2019-08-11 00:00:00,10.0,38.0,22.0,37.0,22.0,91.89,86.49,90.91,2.51,16.97,4.85,5.41,3.77,2.81,1.91,4.36
EWR,2019-08-11 00:00:00,11.0,38.0,30.0,38.0,30.0,81.58,65.79,90.0,12.79,22.08,9.71,19.79,1.9,3.08,1.5,2.93
EWR,2019-08-11 00:00:00,12.0,21.0,27.0,21.0,27.0,95.24,85.71,92.59,6.14,17.38,4.98,8.52,0.78,2.78,0.0,2.59
EWR,2019-08-11 00:00:00,13.0,16.0,40.0,16.0,40.0,87.5,87.5,90.0,14.63,13.75,1.59,15.0,3.3,2.7,2.2,5.1
EWR,2019-08-11 00:00:00,14.0,36.0,46.0,38.0,44.0,94.74,65.79,86.36,2.55,25.63,13.08,11.47,1.89,4.37,2.5,13.61
EWR,2019-08-11 00:00:00,15.0,44.0,35.0,41.0,35.0,78.05,60.98,88.57,7.73,21.41,8.71,14.54,3.37,4.21,3.06,4.74
EWR,2019-08-11 00:00:00,16.0,33.0,43.0,31.0,43.0,77.42,64.52,72.09,11.35,23.13,10.32,20.0,3.4,7.43,5.49,16.6
EWR,2019-08-11 00:00:00,17.0,41.0,35.0,40.0,35.0,75.0,60.0,88.57,17.18,24.0,11.28,27.02,1.94,4.87,1.97,10.09
EWR,2019-08-11 00:00:00,18.0,43.0,28.0,43.0,30.0,72.09,37.21,76.67,16.86,28.14,15.49,30.33,3.23,4.45,2.4,17.1
EWR,2019-08-11 00:00:00,19.0,41.0,44.0,43.0,43.0,69.77,44.19,88.37,14.93,25.33,12.62,25.07,2.16,8.23,2.28,9.0
EWR,2019-08-11 00:00:00,20.0,36.0,40.0,36.0,40.0,77.78,61.11,75.0,18.97,21.86,9.33,26.06,2.28,6.77,1.93,18.63
EWR,2019-08-11 00:00:00,21.0,43.0,29.0,45.0,29.0,75.56,57.78,93.1,12.31,20.31,7.83,17.84,3.24,3.8,1.66,3.66
EWR,2019-08-11 00:00:00,22.0,6.0,25.0,6.0,23.0,66.67,66.67,82.61,32.17,18.5,6.23,38.5,1.52,2.92,2.35,16.22
EWR,2019-08-11 00:00:00,23.0,9.0,23.0,8.0,23.0,100.0,87.5,86.96,1.88,20.0,7.3,7.75,1.96,1.66,0.91,4.91
EWR,2019-08-12 00:00:00,0.0,1.0,11.0,1.0,10.0,100.0,100.0,90.0,0.0,10.0,0.0,0.0,1.7,1.47,0.0,9.1
EWR,2019-08-12 00:00:00,1.0,1.0,6.0,3.0,6.0,100.0,100.0,50.0,0.0,16.33,3.93,0.0,0.83,0.87,5.83,22.33
EWR,2019-08-12 00:00:00,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-12 00:00:00,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EWR,2019-08-12 00:00:00,4.0,0.0,1.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0
EWR,2019-08-12 00:00:00,5.0,9.0,17.0,9.0,17.0,88.89,88.89,94.12,2.22,14.56,1.42,3.0,10.94,1.7,1.76,2.59
EWR,2019-08-12 00:00:00,6.0,45.0,10.0,47.0,10.0,87.23,78.72,90.0,4.43,20.83,8.01,9.96,0.4,4.23,2.7,6.2
EWR,2019-08-12 00:00:00,7.0,37.0,37.0,40.0,37.0,85.0,77.5,94.59,9.08,21.38,8.68,15.2,3.97,2.76,2.76,8.86
EWR,2019-08-12 00:00:00,8.0,47.0,32.0,46.0,32.0,86.96,50.0,90.63,13.74,28.96,16.5,26.91,2.34,2.41,0.78,16.34
EWR,2019-08-12 00:00:00,9.0,30.0,31.0,31.0,31.0,80.65,38.71,87.1,10.26,31.81,18.78,24.1,3.42,3.82,2.29,15.71
EWR,2019-08-12 00:00:00,10.0,38.0,26.0,38.0,27.0,76.32,73.68,92.59,11.47,20.79,8.26,17.53,3.19,1.79,2.04,3.48
EWR,2019-08-12 00:00:00,11.0,35.0,30.0,34.0,30.0,88.24,82.35,93.33,7.38,19.71,7.41,12.62,1.47,1.67,1.37,3.03
EWR,2019-08-12 00:00:00,12.0,22.0,27.0,23.0,28.0,82.61,82.61,96.43,19.39,17.74,5.58,22.65,1.43,2.21,0.79,2.68
EWR,2019-08-12 00:00:00,13.0,20.0,42.0,20.0,42.0,85.0,75.0,83.33,10.8,17.4,4.6,13.9,1.79,3.2,0.83,18.79
EWR,2019-08-12 00:00:00,14.0,37.0,46.0,37.0,45.0,78.38,62.16,62.22,14.86,19.22,6.62,19.92,1.98,3.53,4.49,17.71
EWR,2019-08-12 00:00:00,15.0,44.0,34.0,43.0,33.0,69.77,55.81,63.64,15.6,21.49,8.97,23.23,2.39,3.65,4.85,20.18
EWR,2019-08-12 00:00:00,16.0,33.0,44.0,33.0,44.0,60.61,48.48,63.64,22.52,23.7,10.93,31.82,3.25,3.48,3.73,23.95
EWR,2019-08-12 00:00:00,17.0,42.0,36.0,41.0,37.0,53.66,46.34,62.16,27.05,21.37,8.56,34.32,2.65,4.61,3.03,25.38
EWR,2019-08-12 00:00:00,18.0,43.0,28.0,43.0,29.0,76.74,46.51,65.52,10.28,26.72,14.05,22.09,3.66,7.07,5.17,20.03
EWR,2019-08-12 00:00:00,19.0,40.0,43.0,42.0,44.0,71.43,50.0,70.45,17.36,23.55,10.83,26.86,1.68,3.23,1.11,22.11
EWR,2019-08-12 00:00:00,20.0,36.0,40.0,36.0,38.0,75.0,47.22,65.79,21.64,21.69,9.19,28.78,3.55,4.48,1.87,23.63
EWR,2019-08-12 00:00:00,21.0,42.0,29.0,45.0,25.0,84.44,80.0,92.0,11.36,18.36,5.87,15.22,2.68,2.9,0.64,4.92
EWR,2019-08-12 00:00:00,22.0,7.0,24.0,15.0,23.0,86.67,73.33,86.96,4.8,15.8,3.65,7.33,2.04,1.77,0.7,10.22
EWR,2019-08-12 00:00:00,23.0,8.0,24.0,7.0,28.0,85.71,85.71,82.14,13.86,14.14,1.49,14.71,0.79,2.31,0.79,11.82
EWR,2019-08-13 00:00:00,0.0,1.0,11.0,2.0,18.0,50.0,50.0,94.44,11.5,20.0,7.4,17.5,2.28,1.4,1.56,3.06
EWR,2019-08-13 00:00:00,1.0,2.0,6.0,2.0,8.0,100.0,100.0,75.0,0.0,20.5,7.9,6.0,0.13,2.3,0.0,17.38
EWR,2019-08-13 00:00:00,2.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,2.17,2.67,0.67
EWR,2019-08-13 00:00:00,3.0,0.0,0.0,9.0,0.0,55.56,55.56,0.0,16.0,10.56,0.04,14.56,0.0,0.0,0.0,0.0
EWR,2019-08-13 00:00:00,4.0,0.0,1.0,6.0,4.0,83.33,83.33,100.0,7.17,11.83,1.2,5.83,0.5,2.17,2.0,1.0
EWR,2019-08-13 00:00:00,5.0,9.0,16.0,9.0,23.0,88.89,88.89,82.61,2.89,18.0,4.69,5.56,8.43,3.4,2.04,7.0
EWR,2019-08-13 00:00:00,6.0,44.0,10.0,44.0,15.0,97.73,79.55,86.67,1.11,23.52,10.83,9.2,2.53,4.64,1.33,5.0
EWR,2019-08-13 00:00:00,7.0,37.0,37.0,40.0,39.0,90.0,67.5,87.18,5.7,24.27,11.65,14.9,2.31,2.54,2.05,11.74
EWR,2019-08-13 00:00:00,8.0,47.0,32.0,55.0,33.0,94.55,25.45,93.94,5.51,43.85,31.32,33.49,3.12,4.01,3.42,5.85
EWR,2019-08-13 00:00:00,9.0,30.0,31.0,33.0,32.0,87.88,3.03,90.63,9.21,55.91,42.88,47.7,3.0,5.25,3.97,3.63
